country_code,configuration,top20_jaccard_vs_balanced,rank_spearman_vs_balanced
id,balanced,1.0,1.0
id,growth_opportunity,0.9047619047619048,0.9965602763423824
id,hero_protection,0.6666666666666666,0.9944131363404789
vn,balanced,1.0,1.0
vn,growth_opportunity,0.5384615384615384,0.9866363214600563
vn,hero_protection,0.48148148148148145,0.9872357656407039
